week_end,crude_stocks_incl_spr_mbbl,commercial_crude_mbbl,spr_crude_mbbl,refinery_crude_inputs_mbd,days_supply_incl_spr,commercial_days_supply,spr_days_equivalent,days_supply_incl_spr_percentile
2012-11-16,1042425,347473,694952,14889,70.01,23.34,46.68,83.03
2012-11-23,1042078,347126,694952,15174,68.68,22.88,45.8,77.27
2012-11-30,1039721,344769,694952,15429,67.39,22.35,45.04,70.46
2012-12-07,1039861,344909,694952,15367,67.67,22.44,45.22,72.64
2012-12-14,1038897,343945,694952,15594,66.62,22.06,44.57,64.49
2012-12-21,1038311,343359,694952,15328,67.74,22.4,45.34,73.04
2012-12-28,1027191,332239,694952,15341,66.96,21.66,45.3,66.93
2013-01-04,1028083,333131,694952,15257,67.38,21.83,45.55,70.42
2013-01-11,1027447,332180,695267,15101,68.04,22.0,46.04,74.3
2013-01-18,1030260,334993,695267,14206,72.52,23.58,48.94,91.1
2013-01-25,1036400,340940,695460,14481,71.57,23.54,48.03,88.7
2013-02-01,1039081,343274,695807,14431,72.0,23.79,48.22,89.75
2013-02-08,1039803,343834,695969,14310,72.66,24.03,48.64,91.54
2013-02-15,1043946,347977,695969,14176,73.64,24.55,49.09,92.84
2013-02-22,1045076,349107,695969,14511,72.02,24.06,47.96,89.79
2013-03-01,1048812,352843,695969,14031,74.75,25.15,49.6,94.94
2013-03-08,1051436,355467,695969,13994,75.13,25.4,49.73,95.42
2013-03-15,1050122,354153,695969,14514,72.35,24.4,47.95,90.66
2013-03-22,1053378,357409,695969,14878,70.8,24.02,46.78,86.47
2013-03-29,1056085,360116,695969,15008,70.37,23.99,46.37,84.64
2013-04-05,1055967,359998,695969,15114,69.87,23.82,46.05,82.46
2013-04-12,1054734,358765,695969,15074,69.97,23.8,46.17,82.72
2013-04-19,1055681,359712,695969,14488,72.87,24.83,48.04,91.75
2013-04-26,1062377,366408,695969,14710,72.22,24.91,47.31,90.23
2013-05-03,1062748,366779,695969,15180,70.01,24.16,45.85,82.98
2013-05-10,1062124,366155,695969,15253,69.63,24.01,45.63,81.37
2013-05-17,1061786,365817,695969,15249,69.63,23.99,45.64,81.33
2013-05-24,1064786,368817,695969,15029,70.85,24.54,46.31,86.65
2013-05-31,1058519,362550,695969,15462,68.46,23.45,45.01,76.31
2013-06-07,1061148,365179,695969,15237,69.64,23.97,45.68,81.46
2013-06-14,1061461,365492,695969,15531,68.34,23.53,44.81,75.79
2013-06-21,1061479,365510,695969,15704,67.59,23.27,44.32,71.9
2013-06-28,1051132,355163,695969,16090,65.33,22.07,43.25,55.76
2013-07-05,1041395,345426,695969,16118,64.61,21.43,43.18,50.57
2013-07-12,1034493,338524,695969,16237,63.71,20.85,42.86,44.02
2013-07-19,1031668,335699,695969,16031,64.35,20.94,43.41,48.08
2013-07-26,1032099,336130,695969,15965,64.65,21.05,43.59,50.96
2013-08-02,1030668,334699,695969,15893,64.85,21.06,43.79,52.09
2013-08-09,1027856,331887,695969,15611,65.84,21.26,44.58,58.81
2013-08-16,1026428,330459,695969,15845,64.78,20.86,43.92,51.53
2013-08-23,1029414,333445,695969,15774,65.26,21.14,44.12,55.24
2013-08-30,1027578,331609,695969,15936,64.48,20.81,43.67,49.35
2013-09-06,1026960,330991,695969,15896,64.6,20.82,43.78,50.52
2013-09-13,1022592,326623,695969,16110,63.48,20.27,43.2,42.71
2013-09-20,1025227,329258,695969,15591,65.76,21.12,44.64,58.07
2013-09-27,1030699,334730,695969,15445,66.73,21.67,45.06,65.27
2013-10-04,1037443,341474,695969,14890,69.67,22.93,46.74,81.81
2013-10-11,1041442,345473,695969,14853,70.12,23.26,46.86,83.42
2013-10-18,1046688,350719,695969,14855,70.46,23.61,46.85,85.25
2013-10-25,1050775,354806,695969,15052,69.81,23.57,46.24,82.24
2013-11-01,1051964,355995,695969,15068,69.81,23.63,46.19,82.29
2013-11-08,1054604,358635,695969,15411,68.43,23.27,45.16,76.18
2013-11-15,1054979,359010,695969,15447,68.3,23.24,45.06,75.48
2013-11-22,1057932,361963,695969,15551,68.03,23.28,44.75,74.26
2013-11-29,1052347,356378,695969,16106,65.34,22.13,43.21,55.85
2013-12-06,1041343,345374,695969,16131,64.56,21.41,43.14,50.09
2013-12-13,1038402,342433,695969,15931,65.18,21.49,43.69,54.49
2013-12-20,1033671,337702,695969,16233,63.68,20.8,42.87,43.67
2013-12-27,1026664,330695,695969,16247,63.19,20.35,42.84,41.54
2014-01-03,1022706,326737,695969,16134,63.39,20.25,43.14,42.32
2014-01-10,1015048,319079,695969,15731,64.53,20.28,44.24,49.87
2014-01-17,1016038,320069,695969,15216,66.77,21.04,45.74,65.53
2014-01-24,1022459,326490,695969,15417,66.32,21.18,45.14,61.91
2014-01-31,1022899,326930,695969,15049,67.97,21.72,46.25,73.91
2014-02-07,1025952,329983,695969,15215,67.43,21.69,45.74,70.99
2014-02-14,1026925,330956,695969,15178,67.66,21.8,45.85,72.51
2014-02-21,1026993,331024,695969,15299,67.13,21.64,45.49,68.02
2014-02-28,1028422,332453,695969,15212,67.61,21.85,45.75,72.16
2014-03-07,1034302,338333,695969,14987,69.01,22.58,46.44,78.93
2014-03-14,1040152,344183,695969,14951,69.57,23.02,46.55,81.06
2014-03-21,1046771,350802,695969,15092,69.36,23.24,46.12,80.19
2014-03-28,1044392,348423,695969,15315,68.19,22.75,45.44,75.09
2014-04-04,1048070,352341,695729,15337,68.34,22.97,45.36,75.65
2014-04-11,1057460,362354,695106,15613,67.73,23.21,44.52,72.95
2014-04-18,1060446,365878,694568,15980,66.36,22.9,43.46,62.22
2014-04-25,1061189,367576,693613,15954,66.52,23.04,43.48,63.61
2014-05-02,1058868,366004,692864,15904,66.58,23.01,43.57,64.14
2014-05-09,1058471,366951,691520,15667,67.56,23.42,44.14,71.6
2014-05-16,1050696,359725,690971,15949,65.88,22.55,43.32,59.12
2014-05-23,1052353,361382,690971,15851,66.39,22.8,43.59,62.48
2014-05-30,1048922,357951,690971,16057,65.32,22.29,43.03,55.72
2014-06-06,1046192,355221,690971,15547,67.29,22.85,44.44,69.76
2014-06-13,1045614,354642,690972,15397,67.91,23.03,44.88,73.6
2014-06-20,1047356,356384,690972,15672,66.83,22.74,44.09,66.19
2014-06-27,1044201,353229,690972,16218,64.39,21.78,42.61,48.34
2014-07-04,1041794,350822,690972,16252,64.1,21.59,42.52,46.42
2014-07-11,1034269,343297,690972,16626,62.21,20.65,41.56,36.78
2014-07-18,1030300,339328,690972,16598,62.07,20.44,41.63,36.3
2014-07-25,1026603,335631,690972,16551,62.03,20.28,41.75,36.08
2014-08-01,1025139,334167,690972,16393,62.54,20.38,42.15,38.48
2014-08-08,1026540,335568,690972,16214,63.31,20.7,42.62,41.88
2014-08-15,1022066,331094,690972,16418,62.25,20.17,42.09,36.95
2014-08-22,1019996,329024,690972,16542,61.66,19.89,41.77,34.69
2014-08-29,1019091,328119,690972,16428,62.03,19.97,42.06,36.13
2014-09-05,1018400,327428,690972,16332,62.36,20.05,42.31,37.52
2014-09-12,1022073,331101,690972,16304,62.69,20.31,42.38,39.05
2014-09-19,1017800,326828,690972,16214,62.77,20.16,42.62,39.44
2014-09-26,1016435,325465,690970,15689,64.79,20.74,44.04,51.57
2014-10-03,1021349,330380,690969,15554,65.66,21.24,44.42,57.55
2014-10-10,1030271,339303,690968,15321,67.25,22.15,45.1,69.24
2014-10-17,1037382,346414,690968,15208,68.21,22.78,45.43,75.17
2014-10-24,1039442,348475,690967,15129,68.71,23.03,45.67,77.44
2014-10-31,1039902,348935,690967,15485,67.16,22.53,44.62,68.32
2014-11-07,1037116,346150,690966,15752,65.84,21.97,43.87,58.77
2014-11-14,1039724,348758,690966,15913,65.34,21.92,43.42,55.8
2014-11-21,1041670,350704,690966,15957,65.28,21.98,43.3,55.28
2014-11-28,1037980,347015,690965,16356,63.46,21.22,42.25,42.54
2014-12-05,1039276,348313,690963,16627,62.51,20.95,41.56,38.31
2014-12-12,1038429,347466,690963,16301,63.7,21.32,42.39,43.89
2014-12-19,1045696,354733,690963,16341,63.99,21.71,42.28,45.59
2014-12-26,1043942,352979,690963,16377,63.74,21.55,42.19,44.2
2015-01-02,1039767,348806,690961,16420,63.32,21.24,42.08,42.02
2015-01-09,1045154,354195,690959,15893,65.76,22.29,43.48,58.12
2015-01-16,1055224,364266,690958,14909,70.78,24.43,46.35,86.34
2015-01-23,1064097,373140,690957,15256,69.75,24.46,45.29,81.98
2015-01-30,1070430,379473,690957,15544,68.86,24.41,44.45,77.92
2015-02-06,1074756,383800,690956,15564,69.05,24.66,44.39,79.06
2015-02-13,1082471,391516,690955,15442,70.1,25.35,44.75,83.38
2015-02-20,1090898,399943,690955,15243,71.57,26.24,45.33,88.66
2015-02-27,1101201,410246,690955,15113,72.86,27.15,45.72,91.71
2015-03-06,1106378,415425,690953,15300,72.31,27.15,45.16,90.49
2015-03-13,1116000,425047,690953,15436,72.3,27.54,44.76,90.4
2015-03-20,1124169,433217,690952,15530,72.39,27.9,44.49,90.79
2015-03-27,1128935,437983,690952,15728,71.78,27.85,43.93,89.31
2015-04-03,1140614,449662,690952,15929,71.61,28.23,43.38,88.83
2015-04-10,1141906,450956,690950,16212,70.44,27.82,42.62,85.17
2015-04-17,1147221,456271,690950,15982,71.78,28.55,43.23,89.35
2015-04-24,1149129,458181,690948,16100,71.37,28.46,42.92,88.09
2015-05-01,1145027,454079,690948,16347,70.05,27.78,42.27,83.2
2015-05-08,1142835,451888,690947,15968,71.57,28.3,43.27,88.74
2015-05-15,1140474,449214,691260,16213,70.34,27.71,42.64,84.47
2015-05-22,1138259,446412,691847,16450,69.2,27.14,42.06,79.67
2015-05-29,1136810,444464,692346,16407,69.29,27.09,42.2,79.89
2015-06-05,1130792,438447,692345,16576,68.22,26.45,41.77,75.22
2015-06-12,1128715,435771,692944,16282,69.32,26.76,42.56,80.15
2015-06-19,1124131,430837,693294,16532,68.0,26.06,41.94,74.17
2015-06-26,1126915,433223,693692,16531,68.17,26.21,41.96,74.83
2015-07-03,1127937,433714,694223,16596,67.96,26.13,41.83,73.87
2015-07-10,1123990,429368,694622,16825,66.8,25.52,41.29,65.92
2015-07-17,1126971,431836,695135,16870,66.8,25.6,41.21,65.84
2015-07-24,1122767,427633,695134,16762,66.98,25.51,41.47,67.1
2015-07-31,1118360,423226,695134,17075,65.5,24.79,40.71,56.68
2015-08-07,1116956,421822,695134,17029,65.59,24.77,40.82,57.24
2015-08-14,1119575,424442,695133,16775,66.74,25.3,41.44,65.31
2015-08-21,1114123,418990,695133,16658,66.88,25.15,41.73,66.67
2015-08-28,1118790,423657,695133,16389,68.26,25.85,42.41,75.31
2015-09-04,1121192,426062,695130,16110,69.6,26.45,43.15,81.2
2015-09-11,1119088,423958,695130,16513,67.77,25.67,42.1,73.21
2015-09-18,1117163,422033,695130,16203,68.95,26.05,42.9,78.53
2015-09-25,1121116,425988,695128,15962,70.24,26.69,43.55,83.77
2015-10-02,1124156,429028,695128,15559,72.25,27.57,44.68,90.31
2015-10-09,1131718,436590,695128,15267,74.13,28.6,45.53,93.76
2015-10-16,1139745,444618,695127,15345,74.27,28.97,45.3,93.94
2015-10-23,1143121,447994,695127,15616,73.2,28.69,44.51,92.15
2015-10-30,1145968,450841,695127,15637,73.29,28.83,44.45,92.32
2015-11-06,1149948,454822,695126,15939,72.15,28.54,43.61,90.05
2015-11-13,1150200,455074,695126,16076,71.55,28.31,43.24,88.57
2015-11-20,1151160,456035,695125,16380,70.28,27.84,42.44,84.08
2015-11-27,1152337,457212,695125,16803,68.58,27.21,41.37,76.83
2015-12-04,1148676,453553,695123,16652,68.98,27.24,41.74,78.75
2015-12-11,1153477,458354,695123,16611,69.44,27.59,41.85,80.37
2015-12-18,1147600,452477,695123,16468,69.69,27.48,42.21,81.85
2015-12-25,1150226,455106,695120,16682,68.95,27.28,41.67,78.58
2016-01-01,1146076,450956,695120,16617,68.97,27.14,41.83,78.66
2016-01-08,1146309,451190,695119,16423,69.8,27.47,42.33,82.2
2016-01-15,1150287,455169,695118,16190,71.05,28.11,42.94,87.3
2016-01-22,1158670,463552,695118,15639,74.09,29.64,44.45,93.54
2016-01-29,1166461,471344,695117,15615,74.7,30.19,44.52,94.85
2016-02-05,1165792,470676,695116,15510,75.16,30.35,44.82,95.46
2016-02-12,1167939,472823,695116,15848,73.7,29.83,43.86,92.93
2016-02-19,1171440,476325,695115,15685,74.69,30.37,44.32,94.81
2016-02-26,1181814,486699,695115,15852,74.55,30.7,43.85,94.59
2016-03-04,1185955,490843,695112,15911,74.54,30.85,43.69,94.55
2016-03-11,1187274,492160,695114,15996,74.22,30.77,43.46,93.89
2016-03-18,1196631,501517,695114,15820,75.64,31.7,43.94,96.2
2016-03-25,1198928,503816,695112,16234,73.85,31.03,42.82,93.19
2016-04-01,1193710,498598,695112,16433,72.64,30.34,42.3,91.49
2016-04-08,1200344,505232,695112,15941,75.3,31.69,43.61,95.68
2016-04-15,1202424,507312,695112,16104,74.67,31.5,43.16,94.76
2016-04-22,1204422,509311,695111,15847,76.0,32.14,43.86,96.82
2016-04-29,1207203,512095,695108,15986,75.52,32.03,43.48,95.94
2016-05-06,1203594,508487,695107,16179,74.39,31.43,42.96,94.15
2016-05-13,1204904,509797,695107,16371,73.6,31.14,42.46,92.76
2016-05-20,1200677,505571,695106,16279,73.76,31.06,42.7,93.11
2016-05-27,1199311,504205,695106,16206,74.0,31.11,42.89,93.41
2016-06-03,1196948,501844,695104,16417,72.91,30.57,42.34,91.84
2016-06-10,1196015,500911,695104,16317,73.3,30.7,42.6,92.36
2016-06-17,1195098,499994,695104,16505,72.41,30.29,42.11,90.88
2016-06-24,1191045,495941,695104,16695,71.34,29.71,41.64,88.05
2016-07-01,1188820,493718,695102,16687,71.24,29.59,41.66,87.65
2016-07-08,1186272,491172,695100,16544,71.7,29.69,42.02,89.05
2016-07-15,1183929,488830,695099,16863,70.21,28.99,41.22,83.73
2016-07-22,1185600,490501,695099,16586,71.48,29.57,41.91,88.39
2016-07-29,1187013,491914,695099,16852,70.44,29.19,41.25,85.21
2016-08-05,1188065,492969,695096,16597,71.58,29.7,41.88,88.79
2016-08-12,1185557,490461,695096,16865,70.3,29.08,41.22,84.16
2016-08-19,1188057,492962,695095,16679,71.23,29.56,41.67,87.61
2016-08-26,1190332,495238,695094,16615,71.64,29.81,41.84,88.87
2016-09-02,1175818,480725,695093,16930,69.45,28.39,41.06,80.45
2016-09-09,1175259,480166,695093,16730,70.25,28.7,41.55,83.86
2016-09-16,1169058,473966,695092,16587,70.48,28.57,41.91,85.3
2016-09-23,1167176,472084,695092,16334,71.46,28.9,42.55,88.26
2016-09-30,1164199,469108,695091,16032,72.62,29.26,43.36,91.36
2016-10-07,1169048,473958,695090,15552,75.17,30.48,44.69,95.51
2016-10-14,1163800,468711,695089,15370,75.72,30.5,45.22,96.38
2016-10-21,1163247,468158,695089,15552,74.8,30.1,44.69,95.03
2016-10-28,1177666,482578,695088,15448,76.23,31.24,45.0,97.12
2016-11-04,1180097,485010,695087,15817,74.61,30.66,43.95,94.63
2016-11-11,1185371,490284,695087,16126,73.51,30.4,43.1,92.63
2016-11-18,1184115,489029,695086,16397,72.22,29.82,42.39,90.18
2016-11-25,1183230,488145,695085,16283,72.67,29.98,42.69,91.58
2016-12-02,1180840,485756,695084,16417,71.93,29.59,42.34,89.62
2016-12-09,1178277,483193,695084,16474,71.52,29.33,42.19,88.48
2016-12-16,1180532,485449,695083,16658,70.87,29.14,41.73,86.78
2016-12-23,1181145,486063,695082,16557,71.34,29.36,41.98,87.96
2016-12-30,1174094,479012,695082,16689,70.35,28.7,41.65,84.6
2017-01-06,1178191,483109,695082,17107,68.87,28.24,40.63,77.97
2017-01-13,1180537,485456,695081,16468,71.69,29.48,42.21,89.01
2017-01-20,1183377,488296,695081,16047,73.74,30.43,43.32,93.06
2017-01-27,1189841,494762,695079,15947,74.61,31.03,43.59,94.68
2017-02-03,1203670,508592,695078,15893,75.74,32.0,43.73,96.47
2017-02-10,1213197,518119,695078,15458,78.48,33.52,44.97,97.73
2017-02-17,1213761,518683,695078,15271,79.48,33.97,45.52,98.17
2017-02-24,1215260,520184,695076,15664,77.58,33.21,44.37,97.51
2017-03-03,1223218,528393,694825,15492,78.96,34.11,44.85,97.91
2017-03-10,1222165,528156,694009,15472,78.99,34.14,44.86,97.95
2017-03-17,1226493,533110,693383,15801,77.62,33.74,43.88,97.56
2017-03-24,1226636,533977,692659,16226,75.6,32.91,42.69,96.16
2017-03-31,1227678,535543,692135,16429,74.73,32.6,42.13,94.9
2017-04-07,1224887,533377,691510,16697,73.36,31.94,41.42,92.45
2017-04-14,1223654,532343,691311,16938,72.24,31.43,40.81,90.27
2017-04-21,1219512,528702,690810,17285,70.55,30.59,39.97,85.6
2017-04-28,1217110,527772,689338,17177,70.86,30.73,40.13,86.69
2017-05-05,1211312,522525,688787,16759,72.28,31.18,41.1,90.36
2017-05-12,1208831,520772,688059,17122,70.6,30.42,40.19,85.82
2017-05-19,1204001,516340,687661,17281,69.67,29.88,39.79,81.76
2017-05-26,1196594,509912,686682,17510,68.34,29.12,39.22,75.74
2017-06-02,1198233,513207,685026,17227,69.56,29.79,39.76,80.89
2017-06-09,1196171,511546,684625,17256,69.32,29.64,39.67,80.06
2017-06-16,1192937,509095,683842,17152,69.55,29.68,39.87,80.85
2017-06-23,1191649,509213,682436,16890,70.55,30.15,40.4,85.65
2017-06-30,1184951,502914,682037,17141,69.13,29.34,39.79,79.58
2017-07-07,1174237,495350,678887,17244,68.1,28.73,39.37,74.61
2017-07-14,1169508,490623,678885,17119,68.32,28.66,39.66,75.61
2017-07-21,1162300,483415,678885,17285,67.24,27.97,39.28,69.2
2017-07-28,1160772,481888,678884,17408,66.68,27.68,39.0,64.88
2017-08-04,1154320,475437,678883,17574,65.68,27.05,38.63,57.72
2017-08-11,1145375,466492,678883,17565,65.21,26.56,38.65,54.71
2017-08-18,1142048,463165,678883,17461,65.41,26.53,38.88,56.06
2017-08-25,1136653,457773,678880,17725,64.13,25.83,38.3,46.6
2017-09-01,1140953,462353,678600,14472,78.84,31.95,46.89,97.86
2017-09-08,1145248,468241,677007,14078,81.35,33.26,48.09,98.52
2017-09-15,1148229,472832,675397,15172,75.68,31.16,44.52,96.34
2017-09-22,1145587,470986,674601,16174,70.83,29.12,41.71,86.52
2017-09-29,1138612,464963,673649,16029,71.03,29.01,42.03,87.26
2017-10-06,1134665,462216,672449,16258,69.79,28.43,41.36,82.11
2017-10-13,1128176,456485,671691,15439,73.07,29.57,43.51,91.93
2017-10-20,1128718,457341,671377,16025,70.43,28.54,41.9,85.12
2017-10-27,1125493,454906,670587,16015,70.28,28.4,41.87,84.03
2017-11-03,1127049,457143,669906,16305,69.12,28.04,41.09,79.49
2017-11-10,1128197,458997,669200,16639,67.8,27.59,40.22,73.34
2017-11-17,1124617,457142,667475,16838,66.79,27.15,39.64,65.71
2017-11-24,1118824,453713,665111,17003,65.8,26.68,39.12,58.33
2017-12-01,1110766,448103,662663,17195,64.6,26.06,38.54,50.48
2017-12-08,1105897,442986,662911,16952,65.24,26.13,39.11,55.06
2017-12-15,1099785,436491,663294,17063,64.45,25.58,38.87,48.95
2017-12-22,1095274,431882,663392,17398,62.95,24.82,38.13,40.4
2017-12-29,1088211,424463,663748,17608,61.8,24.11,37.7,35.43
2018-01-05,1083262,419515,663747,17323,62.53,24.22,38.32,38.44
2018-01-12,1076872,412654,664218,16875,63.81,24.45,39.36,44.5
2018-01-19,1076037,411583,664454,16483,65.28,24.97,40.31,55.32
2018-01-26,1083045,418359,664686,16013,67.64,26.13,41.51,72.29
2018-02-02,1085402,420254,665148,16797,64.62,25.02,39.6,50.7
2018-02-09,1087663,422095,665568,16162,67.3,26.12,41.18,69.85
2018-02-16,1085351,420479,664872,15833,68.55,26.56,41.99,76.57
2018-02-23,1088779,423498,665281,15882,68.55,26.67,41.89,76.66
2018-03-02,1091364,425906,665458,15935,68.49,26.73,41.76,76.4
2018-03-09,1096386,430928,665458,16367,66.99,26.33,40.66,67.15
2018-03-16,1093764,428306,665458,16777,65.19,25.53,39.66,54.54
2018-03-23,1095407,429949,665458,16795,65.22,25.6,39.62,54.8
2018-03-30,1090788,425332,665456,16936,64.41,25.11,39.29,48.56
2018-04-06,1094094,428638,665456,17019,64.29,25.19,39.1,47.56
2018-04-13,1093023,427567,665456,16949,64.49,25.23,39.26,49.52
2018-04-20,1094455,429737,664718,16621,65.85,25.86,39.99,58.9
2018-04-27,1100221,435955,664266,16561,66.43,26.32,40.11,62.83
2018-05-04,1097315,433758,663557,16486,66.56,26.31,40.25,64.01
2018-05-11,1094391,432354,662037,16635,65.79,25.99,39.8,58.25
2018-05-18,1099468,438132,661336,16628,66.12,26.35,39.77,60.6
2018-05-25,1095289,434512,660777,17155,63.85,25.33,38.52,44.85
2018-06-01,1096752,436584,660168,17369,63.14,25.14,38.01,41.32
2018-06-08,1092609,432441,660168,17505,62.42,24.7,37.71,37.78
2018-06-15,1086543,426527,660016,17701,61.38,24.1,37.29,33.6
2018-06-22,1076652,416636,660016,17816,60.43,23.39,37.05,29.8
2018-06-29,1077897,417881,660016,17653,61.06,23.67,37.39,32.33
2018-07-06,1065263,405248,660015,17652,60.35,22.96,37.39,29.32
2018-07-13,1071098,411084,660014,17239,62.13,23.85,38.29,36.52
2018-07-20,1064951,404937,660014,17285,61.61,23.43,38.18,34.47
2018-07-27,1068754,408740,660014,17480,61.14,23.38,37.76,32.59
2018-08-03,1067402,407389,660013,17598,60.65,23.15,37.51,30.67
2018-08-10,1074207,414194,660013,17981,59.74,23.04,36.71,27.18
2018-08-17,1068370,408358,660012,17892,59.71,22.82,36.89,27.05
2018-08-24,1065804,405792,660012,17566,60.67,23.1,37.57,30.76
2018-08-31,1061502,401490,660012,17647,60.15,22.75,37.4,28.53
2018-09-07,1056205,396194,660011,17857,59.15,22.19,36.96,24.96
2018-09-14,1054147,394137,660010,17415,60.53,22.63,37.9,30.24
2018-09-21,1055999,395989,660010,16514,63.95,23.98,39.97,45.2
2018-09-28,1063974,403964,660010,16591,64.13,24.35,39.78,46.64
2018-10-05,1068655,409951,658704,16239,65.81,25.24,40.56,58.46
2018-10-12,1074075,416441,657634,16316,65.83,25.52,40.31,58.73
2018-10-19,1079263,422787,656476,16268,66.34,25.99,40.35,62.09
2018-10-26,1080939,426004,654935,16417,65.84,25.95,39.89,58.86
2018-11-02,1086487,431787,654700,16408,66.22,26.32,39.9,61.17
2018-11-09,1095386,442057,653329,16432,66.66,26.9,39.76,64.75
2018-11-16,1099477,446908,652569,16855,65.23,26.51,38.72,54.97
2018-11-23,1101049,450485,650564,17553,62.73,25.66,37.06,39.18
2018-11-30,1092723,443162,649561,17487,62.49,25.34,37.15,38.22
2018-12-07,1091517,441954,649563,17436,62.6,25.35,37.25,38.57
2018-12-14,1090594,441457,649137,17408,62.65,25.36,37.29,38.79
2018-12-21,1090550,441411,649139,17350,62.86,25.44,37.41,40.05
2018-12-28,1090557,441418,649139,17760,61.41,24.85,36.55,33.68
2019-01-04,1088877,439738,649139,17566,61.99,25.03,36.95,35.82
2019-01-11,1086194,437055,649139,17223,63.07,25.38,37.69,40.92
2019-01-18,1094164,445025,649139,17049,64.18,26.1,38.07,46.82
2019-01-25,1095083,445944,649139,16463,66.52,27.09,39.43,63.66
2019-02-01,1096346,447207,649139,16633,65.91,26.89,39.03,59.38
2019-02-08,1099979,450840,649139,15768,69.76,28.59,41.17,82.02
2019-02-15,1103651,454512,649139,15711,70.25,28.93,41.32,83.81
2019-02-22,1095004,445865,649139,15890,68.91,28.06,40.85,78.4
2019-03-01,1102060,452934,649126,15990,68.92,28.33,40.6,78.45
2019-03-08,1098198,449072,649126,16020,68.55,28.03,40.52,76.61
2019-03-15,1088609,439483,649126,16198,67.21,27.13,40.07,68.67
2019-03-22,1091409,442283,649126,15831,68.94,27.94,41.0,78.49
2019-03-29,1098647,449521,649126,15849,69.32,28.36,40.96,80.1
2019-04-05,1105676,456550,649126,16100,68.68,28.36,40.32,77.31
2019-04-12,1104280,455154,649126,16078,68.68,28.31,40.37,77.36
2019-04-19,1109759,460633,649126,16583,66.92,27.78,39.14,66.84
2019-04-26,1119154,470567,648587,16446,68.05,28.61,39.44,74.35
2019-05-03,1114321,466604,647717,16405,67.93,28.44,39.48,73.73
2019-05-10,1117988,472035,645953,16676,67.04,28.31,38.74,67.67
2019-05-17,1121593,476775,644818,16578,67.66,28.76,38.9,72.43
2019-05-24,1121311,476493,644818,16767,66.88,28.42,38.46,66.54
2019-05-31,1128082,483264,644818,16938,66.6,28.53,38.07,64.27
2019-06-07,1130288,485470,644818,17064,66.24,28.45,37.79,61.39
2019-06-14,1127182,482364,644818,17264,65.29,27.94,37.35,55.37
2019-06-21,1114394,469576,644818,17337,64.28,27.09,37.19,47.47
2019-06-28,1113309,468491,644818,17290,64.39,27.1,37.29,48.43
2019-07-05,1103810,458992,644818,17438,63.3,26.32,36.98,41.8
2019-07-12,1100694,455876,644818,17267,63.75,26.4,37.34,44.24
2019-07-19,1089859,445041,644818,17034,63.98,26.13,37.85,45.55
2019-07-26,1081363,436545,644818,16991,63.64,25.69,37.95,43.41
2019-08-02,1083748,438930,644818,17777,60.96,24.69,36.27,31.85
2019-08-09,1085328,440510,644818,17302,62.73,25.46,37.27,39.22
2019-08-16,1082596,437778,644818,17702,61.16,24.73,36.43,32.72
2019-08-23,1072569,427751,644818,17408,61.61,24.57,37.04,34.55
2019-08-30,1067798,422980,644818,17381,61.43,24.34,37.1,33.81
2019-09-06,1060886,416068,644818,17495,60.64,23.78,36.86,30.58
2019-09-13,1061944,417126,644818,16707,63.56,24.97,38.6,43.02
2019-09-20,1064356,419538,644818,16513,64.46,25.41,39.05,49.0
2019-09-27,1067460,422642,644818,16017,66.65,26.39,40.26,64.7
2019-10-04,1070187,425569,644618,15656,68.36,27.18,41.17,75.87
2019-10-11,1078199,434850,643349,15436,69.85,28.17,41.68,82.37
2019-10-18,1075501,433151,642350,15865,67.79,27.3,40.49,73.25
2019-10-25,1080505,438853,641652,15998,67.54,27.43,40.11,71.51
2019-11-01,1087734,446782,640952,15761,69.01,28.35,40.67,78.97
2019-11-08,1088510,449001,639509,15916,68.39,28.21,40.18,76.09
2019-11-15,1087917,450380,637537,16435,66.2,27.4,38.79,60.95
2019-11-22,1088122,451952,636170,16334,66.62,27.67,38.95,64.44
2019-11-29,1082262,447096,635166,16798,64.43,26.62,37.81,48.82
2019-12-06,1082886,447918,634968,16597,65.25,26.99,38.26,55.15
2019-12-13,1081800,446833,634967,16562,65.32,26.98,38.34,55.63
2019-12-20,1076326,441359,634967,16980,63.39,25.99,37.39,42.28
2019-12-27,1064863,429896,634967,17283,61.61,24.87,36.74,34.51
2020-01-03,1066027,431060,634967,16897,63.09,25.51,37.58,41.1
2020-01-10,1063478,428511,634967,16973,62.66,25.25,37.41,38.96
2020-01-17,1063073,428106,634967,16857,63.06,25.4,37.67,40.88
2020-01-24,1066621,431654,634967,15924,66.98,27.11,39.87,67.06
2020-01-31,1069976,435009,634967,15972,66.99,27.24,39.76,67.19
2020-02-07,1077435,442468,634967,16020,67.26,27.62,39.64,69.28
2020-02-14,1077850,442883,634967,16210,66.49,27.32,39.17,63.53
2020-02-21,1078302,443335,634967,16008,67.36,27.69,39.67,70.2
2020-02-28,1079086,444119,634967,15696,68.75,28.3,40.45,77.57
2020-03-06,1086750,451783,634967,15701,69.22,28.77,40.44,79.71
2020-03-13,1088704,453737,634967,15820,68.82,28.68,40.14,77.79
2020-03-20,1090327,455360,634967,15838,68.84,28.75,40.09,77.84
2020-03-27,1104160,469193,634967,14898,74.11,31.49,42.62,93.72
