week_end,crude_stocks_incl_spr_mbbl,commercial_crude_mbbl,spr_crude_mbbl,refinery_crude_inputs_mbd,days_supply_incl_spr,commercial_days_supply,spr_days_equivalent,days_supply_incl_spr_percentile
1982-08-20,609219,338764,270455,11722,51.97,28.9,23.07,6.5
1982-08-27,608741,336138,272603,11918,51.08,28.2,22.87,5.54
1982-09-24,612419,335586,276833,12375,49.49,27.12,22.37,3.71
1982-10-01,612419,334786,277633,12303,49.78,27.21,22.57,3.93
1982-10-08,613985,335260,278725,12062,50.9,27.79,23.11,5.15
1982-10-15,607781,326979,280802,12129,50.11,26.96,23.15,4.45
1982-10-22,617763,334370,283393,11611,53.2,28.8,24.41,8.51
1982-10-29,617335,333067,284268,11765,52.47,28.31,24.16,7.11
1982-11-05,615963,331057,284906,11751,52.42,28.17,24.25,6.94
1982-11-12,609646,323448,286198,11777,51.77,27.46,24.3,6.28
1982-11-19,617599,331264,286335,11978,51.56,27.66,23.91,5.98
1982-11-26,613795,325639,288156,11358,54.04,28.67,25.37,10.65
1982-12-03,622410,332447,289963,12192,51.05,27.27,23.78,5.45
1982-12-10,629452,337943,291509,11536,54.56,29.29,25.27,11.91
1982-12-17,630630,338912,291718,11462,55.02,29.57,25.45,12.78
1982-12-24,627549,335061,292488,11236,55.85,29.82,26.03,15.05
1982-12-31,623364,330150,293214,12762,48.85,25.87,22.98,2.71
1983-01-07,621519,326701,294818,11735,52.96,27.84,25.12,8.03
1983-01-14,634468,339028,295440,11481,55.26,29.53,25.73,13.39
1983-01-21,630862,334178,296684,11163,56.51,29.94,26.58,16.45
1983-01-28,637996,339617,298379,11095,57.5,30.61,26.89,20.2
1983-02-04,633444,332527,300917,10825,58.52,30.72,27.8,22.82
1983-02-11,640679,338719,301960,10907,58.74,31.06,27.68,23.87
1983-02-18,645786,342040,303746,10903,59.23,31.37,27.86,25.26
1983-02-25,654800,349452,305348,10899,60.08,32.06,28.02,28.01
1983-03-04,646180,339216,306964,10714,60.31,31.66,28.65,29.14
1983-03-11,650270,341753,308517,10780,60.32,31.7,28.62,29.19
1983-03-18,645657,335901,309756,10923,59.11,30.75,28.36,24.78
1983-03-25,647475,337155,310320,11245,57.58,29.98,27.6,20.59
1983-04-01,643056,331215,311841,10927,58.85,30.31,28.54,24.08
1983-04-08,648846,335263,313583,11411,56.86,29.38,27.48,17.89
1983-04-15,655356,340539,314817,11384,57.57,29.91,27.65,20.51
1983-04-29,660163,342707,317456,11820,55.85,28.99,26.86,15.01
1983-05-13,663452,342703,320749,11636,57.02,29.45,27.57,18.63
1983-05-20,669661,345545,324116,11761,56.94,29.38,27.56,18.24
1983-06-03,661439,334607,326832,12312,53.72,27.18,26.55,9.82
1983-06-10,660809,333407,327402,12081,54.7,27.6,27.1,12.22
1983-06-17,660684,332713,327971,12366,53.43,26.91,26.52,8.9
1983-06-24,661690,331611,330079,12426,53.25,26.69,26.56,8.55
1983-07-01,665523,333387,332136,12340,53.93,27.02,26.92,10.34
1983-07-08,661437,326776,334661,12382,53.42,26.39,27.03,8.86
1983-07-15,660062,324265,335797,12495,52.83,25.95,26.87,7.59
1983-07-22,661544,323643,337901,12647,52.31,25.59,26.72,6.81
1983-07-29,666229,326267,339962,12672,52.57,25.75,26.83,7.24
1983-08-05,664421,322642,341779,12394,53.61,26.03,27.58,9.42
1983-08-12,658793,314861,343932,12316,53.49,25.57,27.93,9.08
1983-08-19,666568,320879,345689,12609,52.86,25.45,27.42,7.77
1983-08-26,674046,325015,349031,11835,56.95,27.46,29.49,18.32
1983-09-02,680678,328895,351783,12317,55.26,26.7,28.56,13.44
1983-09-09,679709,326370,353339,12898,52.7,25.3,27.39,7.42
1983-09-16,683787,328092,355695,12941,52.84,25.35,27.49,7.64
1983-09-23,686492,328203,358289,12447,55.15,26.37,28.79,13.13
1983-09-30,689484,329028,360456,12321,55.96,26.7,29.26,15.14
1983-10-07,692999,331723,361276,12099,57.28,27.42,29.86,19.55
1983-10-14,699225,334292,364933,11798,59.27,28.33,30.93,25.57
1983-10-21,696893,331681,365212,11701,59.56,28.35,31.21,26.48
1983-10-28,690351,324210,366141,11681,59.1,27.76,31.35,24.69
1983-11-04,704161,335837,368324,11570,60.86,29.03,31.83,31.37
1983-11-11,708907,339341,369566,11846,59.84,28.65,31.2,27.44
1983-11-18,705019,334859,370160,12146,58.05,27.57,30.48,21.6
1983-11-25,701334,330704,370630,11389,61.58,29.04,32.54,34.42
1983-12-02,697555,326264,371291,12630,55.23,25.83,29.4,13.35
1983-12-09,706710,332192,374518,11719,60.3,28.35,31.96,29.06
1983-12-16,705916,330911,375005,11736,60.15,28.2,31.95,28.49
1983-12-23,703653,326469,377184,11495,61.21,28.4,32.81,32.98
1983-12-30,705337,327028,378309,10694,65.96,30.58,35.38,59.77
1984-01-06,708734,328070,380664,10639,66.62,30.84,35.78,64.4
1984-01-13,714404,331804,382600,11562,61.79,28.7,33.09,35.34
1984-01-20,711607,327811,383796,11801,60.3,27.78,32.52,28.97
1984-01-27,708756,324301,384455,11874,59.69,27.31,32.38,26.96
1984-02-03,705612,320842,384770,12166,58.0,26.37,31.63,21.55
1984-02-10,705509,320037,385472,12029,58.65,26.61,32.05,23.43
1984-02-17,708374,322097,386277,12087,58.61,26.65,31.96,23.34
1984-02-24,704934,317999,386935,12268,57.46,25.92,31.54,20.03
1984-03-02,704980,317746,387234,12054,58.49,26.36,32.12,22.64
1984-03-09,700691,313132,387559,12249,57.2,25.56,31.64,19.28
1984-03-16,701182,312445,388737,12343,56.81,25.31,31.49,17.76
1984-03-23,698337,309072,389265,11620,60.1,26.6,33.5,28.23
1984-03-30,702304,310506,391798,11851,59.26,26.2,33.06,25.52
1984-04-06,714188,320689,393499,11493,62.14,27.9,34.24,36.56
1984-04-13,717586,324087,393499,11817,60.72,27.43,33.3,30.98
1984-04-20,718835,323505,395330,11879,60.51,27.23,33.28,30.19
1984-04-27,715681,319724,395957,12464,57.42,25.65,31.77,19.9
1984-05-04,723838,326633,397205,11641,62.18,28.06,34.12,36.74
1984-05-11,730750,332296,398454,11990,60.95,27.71,33.23,31.72
1984-05-18,740010,340510,399500,12267,60.33,27.76,32.57,29.28
1984-05-25,733307,332465,400842,12564,58.37,26.46,31.9,22.43
1984-06-01,742484,339659,402825,12842,57.82,26.45,31.37,21.12
1984-06-08,747383,342189,405194,12414,60.2,27.56,32.64,28.66
1984-06-15,746599,338234,408365,12338,60.51,27.41,33.1,30.15
1984-06-22,740444,331714,408730,12601,58.76,26.32,32.44,23.95
1984-06-29,748609,335999,412610,12270,61.01,27.38,33.63,32.07
1984-07-06,744108,330378,413730,12135,61.32,27.23,34.09,33.29
1984-07-13,750181,333149,417032,12266,61.16,27.16,34.0,32.77
1984-07-20,758675,339830,418845,12238,61.99,27.77,34.22,35.91
1984-07-27,751701,331607,420094,12233,61.45,27.11,34.34,33.86
1984-08-03,756297,332398,423899,12134,62.33,27.39,34.93,37.35
1984-08-10,759664,333554,426110,12449,61.02,26.79,34.23,32.11
1984-08-17,750944,323344,427600,12429,60.42,26.02,34.4,29.71
1984-08-24,754372,326092,428280,12515,60.28,26.06,34.22,28.88
1984-08-31,751064,321597,429467,12637,59.43,25.45,33.98,26.0
1984-09-07,748773,318672,430101,12466,60.07,25.56,34.5,27.92
1984-09-14,748108,318007,430101,12643,59.17,25.15,34.02,25.04
1984-09-21,737364,306957,430407,12488,59.05,24.58,34.47,24.52
1984-09-28,739492,308426,431066,12448,59.41,24.78,34.63,25.83
1984-10-05,743297,311211,432086,12134,61.26,25.65,35.61,33.16
1984-10-12,751690,318610,433080,12190,61.66,26.14,35.53,34.77
1984-10-19,748669,315273,433396,12166,61.54,25.91,35.62,34.34
1984-10-26,754795,320900,433895,12105,62.35,26.51,35.84,37.48
1984-11-02,751015,314922,436093,12504,60.06,25.19,34.88,27.88
1984-11-09,763846,325115,438731,12195,62.64,26.66,35.98,38.74
1984-11-16,773429,334201,439228,12090,63.97,27.64,36.33,45.46
1984-11-23,773912,332639,441273,12281,63.02,27.09,35.93,40.62
1984-11-30,768654,325608,443046,12389,62.04,26.28,35.76,36.17
1984-12-07,766366,322292,444074,12008,63.82,26.84,36.98,44.59
1984-12-14,777877,331783,446094,12046,64.58,27.54,37.03,50.35
1984-12-21,768096,320537,447559,12057,63.71,26.59,37.12,43.94
1984-12-28,771438,322281,449157,11754,65.63,27.42,38.21,57.46
1985-01-04,770428,319923,450505,11649,66.14,27.46,38.67,60.69
1985-01-11,774958,324107,450851,11502,67.38,28.18,39.2,70.29
1985-01-18,780308,326508,453800,11601,67.26,28.14,39.12,69.46
1985-01-25,772083,317918,454165,11564,66.77,27.49,39.27,65.45
1985-02-01,766692,309460,457232,11555,66.35,26.78,39.57,62.17
1985-02-08,763744,305989,457755,11585,65.93,26.41,39.51,59.47
1985-02-15,756182,298076,458106,11468,65.94,25.99,39.95,59.6
1985-02-22,754681,295928,458753,11479,65.74,25.78,39.96,57.98
1985-03-01,758276,298757,459519,11354,66.78,26.31,40.47,65.66
1985-03-08,763336,303198,460138,11382,67.07,26.64,40.43,67.71
1985-03-15,767742,307344,460398,11415,67.26,26.92,40.33,69.33
1985-03-22,771428,310423,461005,11413,67.59,27.2,40.39,71.86
1985-03-29,774415,313149,461266,11525,67.19,27.17,40.02,68.54
1985-04-05,763617,302000,461617,11432,66.8,26.42,40.38,65.79
1985-04-12,766706,304744,461962,11780,65.09,25.87,39.22,53.53
1985-04-19,772102,309715,462387,11895,64.91,26.04,38.87,52.44
1985-04-26,786256,322205,464051,11852,66.34,27.19,39.15,62.04
1985-05-03,795287,330347,464940,11663,68.19,28.32,39.86,75.0
1985-05-10,793732,327605,466127,12060,65.82,27.16,38.65,58.51
1985-05-17,796117,328263,467854,12060,66.01,27.22,38.79,60.12
1985-05-24,803864,333896,469968,11952,67.26,27.94,39.32,69.37
1985-05-31,804735,333399,471336,12353,65.14,26.99,38.16,54.23
1985-06-07,802494,330564,471930,12143,66.09,27.22,38.86,60.47
1985-06-14,804732,331306,473426,12191,66.01,27.18,38.83,60.08
1985-06-21,804696,330077,474619,12358,65.12,26.71,38.41,53.8
1985-06-28,799832,323682,476150,12411,64.45,26.08,38.37,48.91
1985-07-05,797353,320782,476571,12706,62.75,25.25,37.51,39.35
1985-07-12,792929,314931,477998,12526,63.3,25.14,38.16,41.84
1985-07-19,794981,313728,481253,12604,63.07,24.89,38.18,41.01
1985-07-26,789271,307219,482052,12529,63.0,24.52,38.47,40.53
1985-08-02,785661,302128,483533,12313,63.81,24.54,39.27,44.46
1985-08-09,791222,307275,483947,12130,65.23,25.33,39.9,54.93
1985-08-16,789594,304954,484640,12180,64.83,25.04,39.79,51.96
1985-08-23,779687,294068,485619,12189,63.97,24.13,39.84,45.42
1985-08-30,786600,299740,486860,12178,64.59,24.61,39.98,50.44
1985-09-06,781785,294402,487383,11662,67.04,25.24,41.79,67.58
1985-09-13,782583,294828,487755,12027,65.07,24.51,40.56,53.36
1985-09-20,777560,289541,488019,12028,64.65,24.07,40.57,50.92
1985-09-27,780424,291175,489249,12259,63.66,23.75,39.91,43.59
1985-10-04,783916,294662,489254,11978,65.45,24.6,40.85,56.24
1985-10-11,791591,302337,489254,12180,64.99,24.82,40.17,52.97
1985-10-18,784206,294952,489254,12517,62.65,23.56,39.09,38.87
1985-10-25,787738,298122,489616,12510,62.97,23.83,39.14,40.45
1985-11-01,780656,290776,489880,12239,63.78,23.76,40.03,44.37
1985-11-08,780274,290134,490140,12017,64.93,24.14,40.79,52.71
1985-11-15,778424,288284,490140,12475,62.4,23.11,39.29,37.74
1985-11-22,782470,291676,490794,12688,61.67,22.99,38.68,34.82
1985-11-29,785197,294140,491057,12384,63.4,23.75,39.65,42.41
1985-12-06,792203,300376,491827,12574,63.0,23.89,39.11,40.58
1985-12-13,788853,296771,492082,12484,63.19,23.77,39.42,41.49
1985-12-20,792841,300234,492607,12562,63.11,23.9,39.21,41.23
1985-12-27,791217,298551,492666,12553,63.03,23.78,39.25,40.71
1986-01-03,798463,305147,493316,12365,64.57,24.68,39.9,50.31
1986-01-10,792572,299779,492793,12684,62.49,23.63,38.85,38.09
1986-01-17,790772,297979,492793,12598,62.77,23.65,39.12,39.4
1986-01-24,799138,305632,493506,12395,64.47,24.66,39.81,49.21
1986-01-31,797385,302996,494389,12388,64.37,24.46,39.91,48.25
1986-02-07,805774,311382,494392,11695,68.9,26.63,42.27,78.18
1986-02-14,801146,306754,494392,12050,66.49,25.46,41.03,63.44
1986-02-21,795347,300623,494724,12211,65.13,24.62,40.51,54.14
1986-02-28,805240,310183,495057,11925,67.53,26.01,41.51,71.42
1986-03-07,809635,313853,495782,11624,69.65,27.0,42.65,81.63
1986-03-14,808349,312567,495782,11552,69.97,27.06,42.92,82.81
1986-03-21,811129,314941,496188,11481,70.65,27.43,43.22,85.91
1986-03-28,819985,323395,496590,11592,70.74,27.9,42.84,86.13
1986-04-04,813207,316315,496892,11843,68.67,26.71,41.96,77.18
1986-04-11,816908,319613,497295,12153,67.22,26.3,40.92,69.02
1986-04-18,814778,317219,497559,12619,64.57,25.14,39.43,50.26
1986-04-25,809669,311499,498170,12568,64.42,24.79,39.64,48.73
1986-05-02,816069,317285,498784,12516,65.2,25.35,39.85,54.67
1986-05-09,810120,311336,498784,12966,62.48,24.01,38.47,38.05
1986-05-16,802132,303348,498784,13172,60.9,23.03,37.87,31.54
1986-05-23,807720,308590,499130,13306,60.7,23.19,37.51,30.8
1986-05-30,805047,305568,499479,13508,59.6,22.62,36.98,26.57
1986-06-06,811116,310824,500292,13352,60.75,23.28,37.47,31.11
1986-06-13,799944,299249,500695,13416,59.63,22.31,37.32,26.7
1986-06-20,803586,302543,501043,13295,60.44,22.76,37.69,29.93
1986-06-27,805292,303908,501384,13430,59.96,22.63,37.33,27.71
1986-07-04,801127,299341,501786,12553,63.82,23.85,39.97,44.55
1986-07-11,801002,298871,502131,13081,61.23,22.85,38.39,33.12
1986-07-18,809815,307065,502750,13064,61.99,23.5,38.48,35.86
1986-07-25,813146,310051,503095,12934,62.87,23.97,38.9,40.18
1986-08-01,823410,320012,503398,13171,62.52,24.3,38.22,38.35
1986-08-08,816324,312924,503400,13061,62.5,23.96,38.54,38.26
1986-08-15,815062,310871,504191,13253,61.5,23.46,38.04,34.16
1986-08-22,813333,308755,504578,13336,60.99,23.15,37.84,31.89
1986-08-29,815928,310955,504973,13349,61.12,23.29,37.83,32.5
1986-09-05,811219,306246,504973,13427,60.42,22.81,37.61,29.62
1986-09-12,815806,310490,505316,13406,60.85,23.16,37.69,31.33
1986-09-19,812938,307280,505658,13286,61.19,23.13,38.06,32.81
1986-09-26,819659,313278,506381,12943,63.33,24.2,39.12,42.1
1986-10-03,822132,315751,506381,12598,65.26,25.06,40.2,55.19
1986-10-10,819391,313010,506381,12749,64.27,24.55,39.72,47.38
1986-10-17,826816,320001,506815,12565,65.8,25.47,40.34,58.38
1986-10-24,825240,318425,506815,12722,64.87,25.03,39.84,52.23
1986-10-31,835276,327758,507518,12762,65.45,25.68,39.77,56.41
1986-11-07,823166,315272,507894,12765,64.49,24.7,39.79,49.39
1986-11-14,828077,319679,508398,12587,65.79,25.4,40.39,58.2
1986-11-21,826852,318454,508398,12964,63.78,24.56,39.22,44.33
1986-11-28,830304,321037,509267,13008,63.83,24.68,39.15,44.68
1986-12-05,827450,317980,509470,12962,63.84,24.53,39.3,44.76
1986-12-12,830737,321059,509678,12800,64.9,25.08,39.82,52.4
1986-12-19,828638,317982,510656,12805,64.71,24.83,39.88,51.27
1986-12-26,817598,306597,511001,12718,64.29,24.11,40.18,47.6
1987-01-02,819387,307823,511564,12969,63.18,23.74,39.45,41.45
1987-01-09,828882,316926,511956,12622,65.67,25.11,40.56,57.59
1987-01-16,819732,307260,512472,12605,65.03,24.38,40.66,53.23
1987-01-23,817272,304234,513038,12544,65.15,24.25,40.9,54.36
1987-01-30,823390,309455,513935,12250,67.22,25.26,41.95,68.85
1987-02-06,823679,308479,515200,12291,67.01,25.1,41.92,67.41
1987-02-13,823320,307917,515403,12256,67.18,25.12,42.05,68.46
1987-02-20,824014,308205,515809,12221,67.43,25.22,42.21,70.94
1987-02-27,827982,311491,516491,12077,68.56,25.79,42.77,76.7
1987-03-06,827072,310363,516709,11662,70.92,26.61,44.31,86.95
1987-03-13,823961,305895,518066,11706,70.39,26.13,44.26,84.77
1987-03-20,831803,313392,518411,12136,68.54,25.82,42.72,76.48
1987-03-27,826956,308038,518918,12215,67.7,25.22,42.48,72.91
1987-04-03,834010,314031,519979,12470,66.88,25.18,41.7,66.62
1987-04-10,828837,308491,520346,12689,65.32,24.31,41.01,55.67
1987-04-17,820369,299466,520903,12521,65.52,23.92,41.6,56.81
1987-04-24,819417,298167,521250,12640,64.83,23.59,41.24,52.01
1987-05-01,829550,307567,521983,12187,68.07,25.24,42.83,74.48
1987-05-08,825486,302611,522875,12182,67.76,24.84,42.92,73.17
1987-05-15,823633,300278,523355,12291,67.01,24.43,42.58,67.32
1987-05-22,827225,303381,523844,12539,65.97,24.19,41.78,59.86
1987-05-29,824387,299567,524820,12886,63.98,23.25,40.73,45.51
1987-06-05,826689,300954,525735,12837,64.4,23.44,40.95,48.52
1987-06-12,827429,301345,526084,12834,64.47,23.48,40.99,49.17
1987-06-19,828312,301883,526429,13060,63.42,23.12,40.31,42.45
1987-06-26,831226,304454,526772,13455,61.78,22.63,39.15,35.25
1987-07-03,832132,304943,527189,13394,62.13,22.77,39.36,36.47
1987-07-10,830849,302862,527987,13588,61.15,22.29,38.86,32.64
1987-07-17,827036,298706,528330,13573,60.93,22.01,38.93,31.63
1987-07-24,830873,301702,529171,13390,62.05,22.53,39.52,36.21
1987-07-31,836747,307077,529670,13327,62.79,23.04,39.74,39.57
1987-08-07,831468,300958,530510,13348,62.29,22.55,39.74,37.04
1987-08-14,833262,302412,530850,13335,62.49,22.68,39.81,38.13
1987-08-21,840508,309220,531288,13377,62.83,23.12,39.72,39.83
1987-08-28,841422,309451,531971,13384,62.87,23.12,39.75,40.14
1987-09-04,845465,313494,531971,13351,63.33,23.48,39.85,42.06
1987-09-11,845005,312686,532319,13282,63.62,23.54,40.08,43.24
1987-09-18,845642,312588,533054,13172,64.2,23.73,40.47,46.9
1987-09-25,849438,316043,533395,13350,63.63,23.67,39.95,43.28
1987-10-02,848080,314186,533894,13119,64.65,23.95,40.7,50.87
1987-10-09,844855,310961,533894,12590,67.11,24.7,42.41,67.89
1987-10-16,847983,313755,534228,12899,65.74,24.32,41.42,57.94
1987-10-23,851818,316857,534961,12715,66.99,24.92,42.07,67.23
1987-10-30,864201,328896,535305,12835,67.33,25.62,41.71,69.98
1987-11-06,869362,333255,536107,12649,68.73,26.35,42.38,77.49
1987-11-13,871678,335157,536521,12824,67.97,26.14,41.84,73.95
1987-11-20,875509,338198,537311,13013,67.28,25.99,41.29,69.63
1987-11-27,873521,335814,537707,13111,66.63,25.61,41.01,64.62
1987-12-04,875851,337304,538547,13065,67.04,25.82,41.22,67.63
1987-12-11,877201,338654,538547,12980,67.58,26.09,41.49,71.77
1987-12-18,879721,340670,539051,13235,66.47,25.74,40.73,63.18
1987-12-25,879336,339178,540158,13308,66.08,25.49,40.59,60.34
1988-01-01,874314,333655,540659,13323,65.62,25.04,40.58,57.37
1988-01-08,861844,320851,540993,13000,66.3,24.68,41.61,61.82
1988-01-15,862053,320568,541485,12926,66.69,24.8,41.89,64.97
1988-01-22,861245,319760,541485,12978,66.36,24.64,41.72,62.26
1988-01-29,858440,316008,542432,13164,65.21,24.01,41.21,54.76
1988-02-05,859847,317127,542720,12934,66.48,24.52,41.96,63.35
1988-02-12,855598,312386,543212,12880,66.43,24.25,42.17,62.78
1988-02-19,864088,320876,543212,12668,68.21,25.33,42.88,75.13
1988-02-26,867717,324061,543656,12642,68.64,25.63,43.0,77.14
1988-03-04,869420,325274,544146,12809,67.88,25.39,42.48,73.43
1988-03-11,869831,325188,544643,12891,67.48,25.23,42.25,71.12
1988-03-18,873580,328937,544643,13089,66.74,25.13,41.61,65.36
1988-03-25,872216,327289,544927,13190,66.13,24.81,41.31,60.65
1988-04-01,873464,328537,544927,13064,66.86,25.15,41.71,66.45
1988-04-08,879484,333705,545779,12995,67.68,25.68,42.0,72.73
1988-04-15,879480,333296,546184,13165,66.8,25.32,41.49,65.88
1988-04-22,884261,338077,546184,13351,66.23,25.32,40.91,61.3
1988-04-29,881732,335042,546690,13097,67.32,25.58,41.74,69.9
1988-05-06,887593,340335,547258,13194,67.27,25.79,41.48,69.5
1988-05-13,890802,343544,547258,13331,66.82,25.77,41.05,66.06
1988-05-20,892721,345463,547258,13426,66.49,25.73,40.76,63.48
1988-05-27,888805,341208,547597,13373,66.46,25.51,40.95,63.13
1988-06-03,890957,343019,547938,13800,64.56,24.86,39.71,50.22
1988-06-10,889280,340370,548910,13616,65.31,25.0,40.31,55.58
1988-06-17,893477,344567,548910,13333,67.01,25.84,41.17,67.36
1988-06-24,891199,341838,549361,13559,65.73,25.21,40.52,57.85
1988-07-01,892007,342310,549697,13375,66.69,25.59,41.1,65.01
1988-07-08,890187,339783,550404,13491,65.98,25.19,40.8,59.95
1988-07-15,885007,334259,550748,13498,65.57,24.76,40.8,57.02
1988-07-22,881794,330751,551043,13690,64.41,24.16,40.25,48.6
1988-07-29,883710,332365,551345,13725,64.39,24.22,40.17,48.39
1988-08-05,881982,330335,551647,13781,64.0,23.97,40.03,45.68
1988-08-12,879618,327971,551647,13686,64.27,23.96,40.31,47.43
1988-08-19,874852,323205,551647,13665,64.02,23.65,40.37,45.94
1988-08-26,870652,318511,552141,13855,62.84,22.99,39.85,39.88
1988-09-02,865685,313544,552141,14031,61.7,22.35,39.35,35.03
1988-09-09,864719,311683,553036,14089,61.38,22.12,39.25,33.51
1988-09-16,858179,305143,553036,13221,64.91,23.08,41.83,52.53
1988-09-23,853974,300430,553544,12708,67.2,23.64,43.56,68.63
1988-09-30,860182,306036,554146,13332,64.52,22.95,41.57,49.74
1988-10-07,859596,305450,554146,13100,65.62,23.32,42.3,57.29
1988-10-14,865096,310447,554649,13191,65.58,23.53,42.05,57.2
1988-10-21,870245,315085,555160,13157,66.14,23.95,42.2,60.78
1988-10-28,872404,316401,556003,12913,67.56,24.5,43.06,71.55
1988-11-04,878098,322097,556001,13130,66.88,24.53,42.35,66.58
1988-11-11,875519,318675,556844,12951,67.6,24.61,43.0,72.12
1988-11-18,884503,326823,557680,13085,67.6,24.98,42.62,71.99
1988-11-25,880588,322409,558179,13290,66.26,24.26,42.0,61.52
1988-12-02,878419,319749,558670,13345,65.82,23.96,41.86,58.64
1988-12-09,882921,324248,558673,13333,66.22,24.32,41.9,61.21
1988-12-16,878157,318990,559167,13638,64.39,23.39,41.0,48.47
1988-12-23,873932,314765,559167,13221,66.1,23.81,42.29,60.56
1988-12-30,873167,313654,559513,13533,64.52,23.18,41.34,49.78
1989-01-06,865484,305576,559908,13354,64.81,22.88,41.93,51.83
1989-01-13,863426,302665,560761,13489,64.01,22.44,41.57,45.86
1989-01-20,867699,306513,561186,13493,64.31,22.72,41.59,47.77
1989-01-27,868194,307008,561186,13424,64.67,22.87,41.8,51.09
1989-02-03,875807,313945,561862,13522,64.77,23.22,41.55,51.44
1989-02-10,867901,305217,562684,13084,66.33,23.33,43.01,62.0
1989-02-17,869093,306065,563028,12860,67.58,23.8,43.78,71.82
1989-02-24,868629,305255,563374,12609,68.89,24.21,44.68,78.1
1989-03-03,878921,315037,563884,12582,69.86,25.04,44.82,82.42
1989-03-10,878057,313828,564229,12622,69.57,24.86,44.7,80.98
1989-03-17,883938,318360,565578,12582,70.25,25.3,44.95,83.9
1989-03-24,883413,317835,565578,12787,69.09,24.86,44.23,79.28
1989-03-31,873367,307789,565578,13536,64.52,22.74,41.78,49.83
1989-04-07,872737,306513,566224,12950,67.39,23.67,43.72,70.59
1989-04-14,868793,302086,566707,13101,66.32,23.06,43.26,61.87
1989-04-21,879185,312478,566707,13007,67.59,24.02,43.57,71.95
1989-04-28,883997,316567,567430,13018,67.91,24.32,43.59,73.52
1989-05-05,895047,327039,568008,12976,68.98,25.2,43.77,78.71
1989-05-12,897795,328885,568910,13147,68.29,25.02,43.27,75.44
1989-05-19,891310,322400,568910,13424,66.4,24.02,42.38,62.57
1989-05-26,889909,320489,569420,13663,65.13,23.46,41.68,54.1
1989-06-02,895289,324887,570402,13790,64.92,23.56,41.36,52.66
1989-06-09,892553,321641,570912,13786,64.74,23.33,41.41,51.4
1989-06-16,890135,319223,570912,13865,64.2,23.02,41.18,46.95
1989-06-23,893650,322738,570912,13863,64.46,23.28,41.18,49.04
1989-06-30,887176,315455,571721,14161,62.65,22.28,40.37,38.83
1989-07-07,887810,315749,572061,13987,63.47,22.57,40.9,42.63
1989-07-14,886281,313424,572857,13928,63.63,22.5,41.13,43.37
1989-07-21,885624,312422,573202,13987,63.32,22.34,40.98,41.93
1989-07-28,887725,313680,574045,13870,64.0,22.62,41.39,45.77
1989-08-04,887592,313202,574390,13368,66.4,23.43,42.97,62.61
1989-08-11,884553,310165,574388,13740,64.38,22.57,41.8,48.3
1989-08-18,893519,319131,574388,13841,64.56,23.06,41.5,50.17
1989-08-25,892770,318038,574732,13972,63.9,22.76,41.13,45.03
1989-09-01,893339,317963,575376,14105,63.33,22.54,40.79,42.15
1989-09-08,896173,320241,575932,14076,63.67,22.75,40.92,43.63
1989-09-15,885661,309387,576274,13768,64.33,22.47,41.86,47.91
1989-09-22,887135,310542,576593,13729,64.62,22.62,42.0,50.65
1989-09-29,890249,313121,577128,13632,65.31,22.97,42.34,55.45
1989-10-06,895525,318394,577131,13488,66.39,23.61,42.79,62.52
1989-10-13,901350,323920,577430,13450,67.01,24.08,42.93,67.45
1989-10-20,894932,317150,577782,13222,67.69,23.99,43.7,72.77
1989-10-27,900068,322286,577782,13319,67.58,24.2,43.38,71.68
1989-11-03,898681,320398,578283,13277,67.69,24.13,43.56,72.82
1989-11-10,906613,327954,578659,13038,69.54,25.15,44.38,80.67
1989-11-17,906781,327780,579001,13338,67.98,24.57,43.41,74.08
1989-11-24,903612,324125,579487,13321,67.83,24.33,43.5,73.39
1989-12-01,911872,332385,579487,13581,67.14,24.47,42.67,68.15
1989-12-08,902906,323052,579854,13705,65.88,23.57,42.31,59.16
1989-12-15,907860,328006,579854,13738,66.08,23.88,42.21,60.43
1989-12-22,905214,325360,579854,13837,65.42,23.51,41.91,56.11
1989-12-29,904134,324280,579854,12147,74.43,26.7,47.74,94.33
1990-01-05,904076,324222,579854,12640,71.53,25.65,45.87,88.53
1990-01-12,908047,327819,580228,13394,67.8,24.48,43.32,73.3
1990-01-19,906401,326173,580228,13639,66.46,23.91,42.54,63.09
1990-01-26,904351,324123,580228,13716,65.93,23.63,42.3,59.55
1990-02-02,914727,334128,580599,13717,66.69,24.36,42.33,64.92
1990-02-09,910241,329316,580925,13645,66.71,24.13,42.57,65.23
1990-02-16,907794,326869,580925,13644,66.53,23.96,42.58,63.79
1990-02-23,903218,322293,580925,13526,66.78,23.83,42.95,65.58
1990-03-02,906741,325816,580925,13455,67.39,24.22,43.18,70.51
1990-03-09,913559,332142,581417,12987,70.34,25.57,44.77,84.51
1990-03-16,912113,330696,581417,12952,70.42,25.53,44.89,85.08
1990-03-23,921348,339931,581417,12896,71.44,26.36,45.09,88.22
1990-03-30,924282,342865,581417,12957,71.33,26.46,44.87,87.91
1990-04-06,932221,349942,582279,12665,73.61,27.63,45.98,92.8
1990-04-13,933138,350859,582279,13109,71.18,26.76,44.42,87.52
1990-04-20,931578,349299,582279,13313,69.98,26.24,43.74,82.85
1990-04-27,936163,353507,582656,12916,72.48,27.37,45.11,91.01
1990-05-04,936904,353485,583419,12992,72.11,27.21,44.91,89.92
